section,analysis_cohort,cohort_label,force_g,group,group_detail,n_subjects,n_observations,mean,sd,median,q1,q3,iqr,whisker_lo,whisker_hi,comparison,statistical_test,reference_group,test_group,pooling_method,n_reference_subjects,n_test_subjects,n_paired_subjects,n_reference_observations,n_test_observations,mean_reference,mean_test,mean_difference,lme_coef,lme_95CI_lo,lme_95CI_hi,p_value,significance,cohens_d,hedges_g,cohens_d_95CI_lo,cohens_d_95CI_hi,effect_size_method,shown_on_figure,subject_id,protocol,marker,area,n_trials,mean_accuracy_pct,sensitivity_analysis,pooling_method_primary,pooling_method_sensitivity,n_subjects_primary,n_subjects_sensitivity,p_primary,significance_primary,p_sensitivity,significance_sensitivity,lme_coef_primary,lme_coef_sensitivity,cohens_d_primary,cohens_d_sensitivity,robustness_verdict
descriptive,primary_all,Primary: all included subjects (matches final figures),1.400000,In-air,In-air,30.000000,360.000000,96.734100,8.651900,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,primary_all,Primary: all included subjects (matches final figures),1.400000,On-touch,On-touch (Mid),30.000000,360.000000,96.442800,8.943700,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,In-air,In-air,30.000000,360.000000,5.411400,13.835100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,On-touch,On-touch (Mid),30.000000,360.000000,7.558200,17.437300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,In-air,In-air,30.000000,360.000000,18.738100,23.820900,12.500000,0.000000,29.761900,29.761900,0.000000,71.428600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,On-touch,On-touch (Mid),30.000000,360.000000,35.692100,31.506000,37.500000,0.000000,60.000000,60.000000,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,In-air,In-air,30.000000,360.000000,55.668000,30.914900,50.000000,28.571400,83.333300,54.761900,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,On-touch,On-touch (Mid),30.000000,360.000000,77.625300,23.085900,83.333300,60.000000,100.000000,40.000000,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,In-air,In-air,30.000000,360.000000,87.336600,17.183700,100.000000,80.000000,100.000000,20.000000,50.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,On-touch,On-touch (Mid),30.000000,360.000000,85.200400,18.299700,87.500000,75.000000,100.000000,25.000000,40.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,In-air,In-air,30.000000,360.000000,96.734100,8.651900,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,On-touch,On-touch (Mid),30.000000,360.000000,96.442800,8.943700,100.000000,100.000000,100.000000,0.000000,100.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,In-air,In-air,15.000000,180.000000,21.675900,21.656300,20.000000,0.000000,37.500000,37.500000,0.000000,83.333300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,On-touch,On-touch (Mid),15.000000,180.000000,27.595200,24.508100,25.000000,0.000000,42.857100,42.857100,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,In-air,In-air,15.000000,180.000000,46.603200,21.968600,41.428600,33.333300,60.000000,26.666700,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,On-touch,On-touch (Mid),15.000000,180.000000,63.396800,22.421900,62.500000,50.000000,75.000000,25.000000,12.500000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,In-air,In-air,15.000000,180.000000,64.691100,23.869100,66.666700,50.000000,83.333300,33.333300,0.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descriptive,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,On-touch,On-touch (Mid),15.000000,180.000000,72.093300,23.754200,75.000000,60.000000,87.500000,27.500000,28.571400,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),0.070000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,5.411376,7.558201,2.146825,2.146825,0.021611,4.272040,0.047715,*,0.396224,0.385887,0.041469,0.805512,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),0.160000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),45.000000,45.000000,45.000000,540.000000,540.000000,19.717372,32.993166,13.275794,13.275794,10.317587,16.234001,0.000000,***,0.756926,0.743950,0.499096,1.069196,paired Cohen's d on subject-level means (test − ref),True,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),0.400000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),15.000000,15.000000,15.000000,180.000000,180.000000,46.603175,63.396825,16.793651,16.793651,12.274806,21.312495,0.000000,***,1.634683,1.545519,0.758705,7.866727,paired Cohen's d on subject-level means (test − ref),True,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),0.600000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),45.000000,45.000000,45.000000,540.000000,540.000000,58.675705,75.781305,17.105600,17.105600,14.183705,20.027495,0.000000,***,0.786395,0.772914,0.561424,1.048399,paired Cohen's d on subject-level means (test − ref),True,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),1.000000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,87.336640,85.200397,-2.136243,-2.136243,-4.594812,0.322325,0.088567,n.s.,-0.301152,-0.293296,-0.765546,0.059128,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,primary_all,Primary: all included subjects (matches final figures),1.400000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,96.734127,96.442791,-0.291336,-0.291336,-1.557860,0.975188,0.652100,n.s.,-0.090976,-0.088602,-0.524799,0.251473,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.070000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,5.411376,7.558201,2.146825,2.146825,0.021611,4.272040,0.047715,*,0.396224,0.385887,0.041469,0.805512,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.160000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,18.738095,35.692130,16.954034,16.954034,13.214705,20.693364,0.000000,***,0.855036,0.832731,0.502825,1.332862,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",0.600000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,55.667989,77.625331,21.957341,21.957341,18.351241,25.563442,0.000000,***,0.893106,0.869807,0.591880,1.320124,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.000000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,87.336640,85.200397,-2.136243,-2.136243,-4.594812,0.322325,0.088567,n.s.,-0.301152,-0.293296,-0.765546,0.059128,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_full_n30,"Sensitivity: full protocol only (P1–P60, n=30)",1.400000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),30.000000,30.000000,30.000000,360.000000,360.000000,96.734127,96.442791,-0.291336,-0.291336,-1.557860,0.975188,0.652100,n.s.,-0.090976,-0.088602,-0.524799,0.251473,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.160000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),15.000000,15.000000,15.000000,180.000000,180.000000,21.675926,27.595238,5.919312,5.919312,1.229611,10.609014,0.013366,*,0.731885,0.691964,0.250494,1.488876,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.400000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),15.000000,15.000000,15.000000,180.000000,180.000000,46.603175,63.396825,16.793651,16.793651,12.274806,21.312495,0.000000,***,1.634683,1.545519,0.758705,7.866727,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
inferential,sensitivity_partial_n15,"Sensitivity: partial protocol only (P61–P75, n=15)",0.600000,,,,,,,,,,,,,On-touch vs In-air,"LME (trial-level): Score ~ Condition, random intercept ~ subject",In-air,On-touch (Mid),trial-level (all areas),15.000000,15.000000,15.000000,180.000000,180.000000,64.691138,72.093254,7.402116,7.402116,2.573277,12.230956,0.002661,**,0.809331,0.765186,0.190845,2.604861,paired Cohen's d on subject-level means (test − ref),False,,,,,,,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,20.664700,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,31.488100,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,81.031700,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,81.200400,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,97.916700,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,22.589300,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,34.464300,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,79.662700,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,80.575400,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,full,● (full),all areas pooled,12.000000,96.666700,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,10.347200,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,4.523800,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,64.216300,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,78.650800,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,100.000000,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,2.430600,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,5.208300,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,70.962300,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,71.259900,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10,full,● (full),all areas pooled,12.000000,95.952400,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,26.924600,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,78.859100,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,90.396800,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,97.142900,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,12.152800,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,19.722200,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,74.761900,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,88.045600,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P11,full,● (full),all areas pooled,12.000000,100.000000,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,2.381000,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,20.892900,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,74.097200,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,85.535700,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,95.039700,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,2.381000,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,30.416700,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,66.081300,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,87.698400,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P12,full,● (full),all areas pooled,12.000000,96.527800,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,3.769800,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,64.236100,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,75.754000,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,96.527800,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,7.291700,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,64.841300,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,70.148800,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P13,full,● (full),all areas pooled,12.000000,93.154800,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,4.861100,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,2.777800,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,55.208300,,,,,,,,,,,,,,
subject_data,,,1.000000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,90.863100,,,,,,,,,,,,,,
subject_data,,,1.400000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,100.000000,,,,,,,,,,,,,,
subject_data,,,0.070000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.160000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.600000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,69.186500,,,,,,,,,,,,,,
subject_data,,,1.000000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,84.940500,,,,,,,,,,,,,,
subject_data,,,1.400000,On-touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14,full,● (full),all areas pooled,12.000000,93.809500,,,,,,,,,,,,,,
subject_data,,,0.070000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15,full,● (full),all areas pooled,12.000000,0.000000,,,,,,,,,,,,,,
subject_data,,,0.160000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15,full,● (full),all areas pooled,12.000000,4.097200,,,,,,,,,,,,,,
subject_data,,,0.600000,In-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15,full,● (full),all areas pooled,12.000000,46.547600,,,,,,,,,,,,,,
